LAST_NAME;PERSONAL_PHOTO;NAME;SECOND_NAME;WORK_POSITION;EMAIL;PERSONAL_BIRTHDAY;PERSONAL_GENDER;WORK_PHONE;UF_1C_PHONE_INNER;PERSONAL_MOBILE;PERSONAL_ICQ;LOGIN;IBLOCK_SECTION_NAME_1;IBLOCK_SECTION_NAME_2;IBLOCK_SECTION_NAME_3;IBLOCK_SECTION_NAME_4
Saxler;4a9/9b.jpg;Lena;;Assistentin Qualitätsmanagement;l.saxler@example.com;24.05.1980;F;529-18-28;700;534-38-28;531-543-218;SaxlerL;Niederlassung Paris;Qualitätsmanagement;;
Tackermann;7fe/15b.jpg;Ella;;Sachbearbeiterin Qualitätsmanagement;e.tackermann@example.com;09.04.1975;F;432-66-89;94;463-97-77;765-690-866;TackermannE;Niederlassung Paris;Qualitätsmanagement;;
Beerbaum;5f5/9b.jpg;Annette;;Programmiererin;a.beerbaum@example.com;14.06.1979;F;377-24-81;387;589-64-24;741-729-405;BeerbaumA;Niederlassung Paris;Support;Beratung;
Bremer;a7b/200477998-001.gif;Alyssa;;Support Assistentin;a.bremer@example.com;12.06.1983;F;165-09-23;837;486-32-87;894-345-887;BremerA;Niederlassung Paris;Support;Beratung;
Clark;76a/28b.jpg;Victor;;Call Center Agent;v.clark@example.com;20.05.1982;M;164-56-12;451;583-75-26;462-482-793;ClarkV;Niederlassung Paris;Support;Beratung;
Cobber;f85/6b.jpg;Victoria;;IT Support Spezialistin;v.cobber@example.com;11.06.1982;F;167-43-98;693;597-34-82;475-346-187;CobberV;Niederlassung Paris;Support;Beratung;
Cocke;5e9/200477633-001.gif;Bastian;;Call Center Agent;b.cocke@example.com;19.05.1978;M;276-65-43;936;386-63-32;395-864-285;CockeB;Niederlassung Paris;Support;Beratung;
Cron;946/21b.jpg;Martina;;Call Center Agent;m.cron@example.com;26.06.1980;F;275-98-03;280;572-48-72;286-546-232;CronM;Niederlassung Paris;Support;Beratung;
Hassels;29f/35b.jpg;Artur;;Teamleiter Call Center;a.hassels@example.com;27.05.1981;M;175-49-32;480;415-47-24;853-437-925;HasselsA;Niederlassung Paris;Support;Beratung;
Minor;90d/200526832-001.gif;Jan;;Call Center Agent;j.minor@example.com;22.05.1980;M;176-94-37;591;491-92-83;502-366-583;MinorJ;Niederlassung Paris;Support;Beratung;
Mooshammer;b13/31b.jpg;Peter;;Call Center Agent;p.mooshammer@example.com;23.05.1983;M;185-00-56;185;725-75-13;872-909-433;MooshammerP;Niederlassung Paris;Support;Beratung;
Palmer;f0e/20b.jpg;Emily;;Call Center Agent;e.palmer@example.com;25.06.1982;F;165-97-23;833;683-24-85;275-376-286;PalmerE;Niederlassung Paris;Support;Beratung;
Schmitz;249/8b.jpg;Bettina;;Programmiererin;b.schmitz@example.com;13.06.1983;F;287-58-93;42;486-49-21;386-432-224;SchmitzB;Niederlassung Paris;Support;Beratung;
Streit;8fd/200331832-001.gif;Oliver;;Call Center Agent;o.streit@example.com;26.05.1982;M;165-38-93;484;573-24-87;583-976-357;StreitO;Niederlassung Paris;Support;Beratung;
Teutenberg;dc9/200524150-001.gif;Jens;;Call Center Agent;j.teutenberg@example.com;24.05.1984;M;167-64-95;943;473-24-89;286-325-843;TeutenbergJ;Niederlassung Paris;Support;Beratung;
Wasserfeld;51c/5b.jpg;Lorena;;IT Support Spezialistin;l.wasserfeld@example.com;10.06.1982;F;373-76-23;742;487-34-16;743-674-365;WasserfeldL;Niederlassung Paris;Support;Beratung;
Wittberg;78a/29b.jpg;Jürgen;;Call Center Agent;j.wittberg@example.com;21.05.1978;M;179-93-75;495;583-98-24;836-927-025;WittbergJ;Niederlassung Paris;Support;Beratung;
Wolter;65f/200393557-001.gif;Anton;;Call Center Agent;a.wolter@example.com;25.05.1979;M;835-37-12;186;338-24-16;753-864-246;WolterA;Niederlassung Paris;Support;Beratung;
Alde;03b/19b.jpg;Dora;;Support Assistentin;d.alde@example.com;24.06.1984;F;175-76-90;690;387-38-85;904-376-093;AldeD;Niederlassung Paris;Support;Technik;
Bauch;2de/25b.jpg;Jens;;Support Assistent;j.bauch@example.com;07.06.1979;M;575-43-28;420;378-637-632;678-380-287;BauchJ;Niederlassung Paris;Support;Technik;
Born;844/12b.jpg;Annette;;IT Support Spezialistin;a.born@example.com;18.06.1981;F;177-35-27;184;437-24-22;683-264-832;BornA;Niederlassung Paris;Support;Technik;
Cather;c9a/72625954.gif;Jennifer;;Programmiererin;j.cather@example.com;21.06.1979;F;486-46-83;265;399-53-95;499-234-132;CatherJ;Niederlassung Paris;Support;Technik;
Cavend;119/16b.jpg;Tamara;;IT Support Spezialist;t.cavend@example.com;09.06.1980;F;543-43-42;783;567-37-28;569-335-652;CavendT;Niederlassung Paris;Support;Technik;
Deller;2dc/13b.jpg;Louise;;IT Support Spezialistin;l.deller@example.com;19.06.1979;F;328-67-23;214;352-84-27;173-275-395;DellerL;Niederlassung Paris;Support;Technik;
Folmer;c13/14b.jpg;Ella;;Support Assistentin;e.folmer@example.com;08.06.1980;F;549-28-23;672;433-42-48;690-225-323;FolmerE;Niederlassung Paris;Support;Technik;
Heim;bb3/18b.jpg;Adelina;;IT Support Spezialistin;a.heim@example.com;23.06.1981;F;439-23-63;164;734-38-52;253-826-967;HeimA;Niederlassung Paris;Support;Technik;
Mauling;e16/16b.jpg;Katherine;;Programmiererin;k.mauling@example.com;22.06.1983;F;387-12-68;931;483-13-76;487-121-372;MaulingK;Niederlassung Paris;Support;Technik;
Teske;1ed/14b.jpg;Doris;;Programmiererin;d.teske@example.com;20.06.1982;F;287-57-44;486;296-27-84;384-355-443;TeskeD;Niederlassung Paris;Support;Technik;
Alden;f17/8b.jpg;Kilian;;PR Berater;k.alden@example.com;19.03.1965;M;721-87-43;91;853-78-37;656-664-389;AldenK;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Arnold;c93/31b.jpg;Monika;;PR Assistentin;m.arnold@example.com;26.04.1976;F;337-23-42;690;289-44-84;238-289-328;ArnoldM;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Aschbach;9e5/11b.jpg;Alex;;PR Assistent;a.aschbach@example.com;22.03.1973;M;902-67-93;62;731-67-67;421-378-530;AschbachA;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Auermann;d6f/9b.jpg;Robert;;PR Berater;r.auermann@example.com;20.03.1963;M;406-74-29;61;659-45-83;845-447-386;AuermannR;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Couls;137/29b.jpg;Boris;;PR Berater;b.couls@example.com;13.06.1980;M;499-28-27;388;467-34-98;638-389-431;CoulsB;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Hermann;987/10b.jpg;Otto;;PR Berater;o.hermann@example.com;21.03.1965;M;679-49-20;75;611-85-84;436-520-561;HermannO;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Meisner;12b/30b.jpg;Louise;;PR Projektleiterin;l.meisner@example.com;25.04.1968;F;543-63-52;367;238-43-23;;MeisnerL;Niederlassung Paris;Vertrieb;Öffentlichkeitsarbeit;
Boger;b15/26b.jpg;Roman;;Assistent Rechnungswesen;r.boger@example.com;10.06.1975;M;543-28-52;680;366-80-26;436-653-539;BogerR;Niederlassung Paris;Vertrieb;Rechnungswesen;
Breitenbach;925/15b.jpg;Jürgen;;Mitarbeiter Rechnungswesen;j.breitenbach@example.com;27.03.1979;M;958-86-62;78;743-76-33;653-653-157;BreitenbachJ;Niederlassung Paris;Vertrieb;Rechnungswesen;
Budberg;881/73828189.gif;Denis;;Mitarbeiter Rechnungswesen;d.budberg@example.com;11.06.1980;M;480-28-23;854;536-44-22;543-580-275;BudbergD;Niederlassung Paris;Vertrieb;Rechnungswesen;
Geissler;329/28b.jpg;Eugen;;Leiter Finanz- & Rechnungswesen;e.geissler@example.com;12.06.1980;M;539-47-34;479;467-50-43;477-874-622;GeisslerE;Niederlassung Paris;Vertrieb;Rechnungswesen;
Joppe;c14/25b.jpg;Simon;;Assistent Rechnungswesen;s.joppe@example.com;28.04.1980;M;330-32-31;399;562-52-78;320-841-218;JoppeS;Niederlassung Paris;Vertrieb;Rechnungswesen;
Pullheim;132/17b.jpg;Joseph;;Assistent Rechnungswesen;j.pullheim@example.com;26.03.1979;M;305-58-93;84;568-26-28;393-398-095;PullheimJ;Niederlassung Paris;Vertrieb;Rechnungswesen;
Rudmann;ff7/21b.jpg;Boris;;Mitarbeiter Rechnungswesen;b.rudmann@example.com;27.04.1978;M;438-28-32;332;289-22-38;156-229-178;RudmannB;Niederlassung Paris;Vertrieb;Rechnungswesen;
Abend;bfe/12b.jpg;Kathrin;;Produktmanagerin;k.abend@example.com;04.04.1976;F;433-99-93;87;389-23-75;524-855-876;AbendK;Niederlassung Paris;Vertrieb;Verkauf;
Atkins;0a1/20b.jpg;Mario;;Sales Manager;m.atkins@example.com;28.03.1967;M;533-54-28;1;543-83-53;657-652-422;AtkinsM;Niederlassung Paris;Vertrieb;Verkauf;
Bellmann;072/5b.jpg;Sascha;;Sales Manager;s.bellmann@example.com;03.05.1974;M;680-98-38;315;863-12-52;528-940-118;BellmannS;Niederlassung Paris;Vertrieb;Verkauf;
Budenberg;1d7/5b.jpg;Ella;;Sales Managerin;e.budenberg@example.com;14.05.1978;F;930-42-37;350;383-29-31;431-283-542;BudenbergE;Niederlassung Paris;Vertrieb;Verkauf;
Carlis;f36/14b.jpg;Isabella;;Produktmanagerin;i.carlis@example.com;08.04.1969;F;267-86-33;27;346-78-77;648-685-124;CarlisI;Niederlassung Paris;Vertrieb;Verkauf;
Clemons;173/1b.jpg;Simon;;Verkaufsassistent;s.clemons@example.com;29.04.1977;M;547-23-96;456;602-87-41;305-541-331;ClemonsS;Niederlassung Paris;Vertrieb;Verkauf;
Coler;60a/3b.jpg;Sandro;;Sales Manager;s.coler@example.com;02.05.1975;M;636-44-82;561;738-61-41;708-526-958;ColerS;Niederlassung Paris;Vertrieb;Verkauf;
Conrads;c11/73827847.gif;Alex;;Sales Manager;a.conrads@example.com;15.05.1979;M;407-41-48;311;439-42-40;331-639-207;ConradsA;Niederlassung Paris;Vertrieb;Verkauf;
Dannert;b05/14b.jpg;Ron;;Produktmanager;r.dannert@example.com;25.03.1975;M;701-76-23;83;499-38-54;598-322-329;DannertR;Niederlassung Paris;Vertrieb;Verkauf;
Hohl;51c/23b.jpg;Michael;;Verkaufsassistent;m.hohl@example.com;29.03.1963;M;632-56-28;2;432-93-85;432-854-748;HohlM;Niederlassung Paris;Vertrieb;Verkauf;
Nestler;784/17b.jpg;Lina;;Junior Produktmanagerin;l.nestler@example.com;05.04.1976;F;328-98-73;95;366-75-54;646-574-744;NestlerL;Niederlassung Paris;Vertrieb;Verkauf;
Pankratz;198/13b.jpg;Maximilian;;Produktmanager;m.pankratz@example.com;24.03.1976;M;644-65-38;77;459-65-34;437-548-826;PankratzM;Niederlassung Paris;Vertrieb;Verkauf;
Papenberg;6c2/11b.jpg;Domenik;;Sales Manager;d.papenberg@example.com;13.05.1979;M;534-52-52;670;631-33-89;633-290-273;PapenbergD;Niederlassung Paris;Vertrieb;Verkauf;
Raps;381/2b.jpg;Valentin;;Verkaufsassistent;v.raps@example.com;01.05.1976;M;395-87-03;360;417-63-73;612-322-519;RapsV;Niederlassung Paris;Vertrieb;Verkauf;
Tiedermann;141/22b.jpg;Monika;;Junior Produktmanagerin;m.tiedermann@example.com;06.04.1976;F;239-98-95;88;345-54-60;363-878-267;TiedermannM;Niederlassung Paris;Vertrieb;Verkauf;
