LAST_NAME;PERSONAL_PHOTO;NAME;SECOND_NAME;WORK_POSITION;EMAIL;PERSONAL_BIRTHDAY;PERSONAL_GENDER;WORK_PHONE;UF_1C_PHONE_INNER;PERSONAL_MOBILE;PERSONAL_ICQ;LOGIN;IBLOCK_SECTION_NAME_1;IBLOCK_SECTION_NAME_2;IBLOCK_SECTION_NAME_3;IBLOCK_SECTION_NAME_4
Whistler;88a/6b.jpg;Nickolas;;Deputy Director;n.whistler@example.com;06/20/1980;M;439-78-33;16;874-74-94;652-343-719;n.whistler;Paris Office;Office Administration;;
Stockdale;65e/7b.jpg;Owen;;Administrator;o.stockdale@example.com;06/21/1977;M;526-83-52;17;432-55-74;167-732-722;o.stockdale;Paris Office;Office Administration;;
Butterworth;626/8b.jpg;Alex;;Administrator;a.butterworth@example.com;06/22/1981;M;426-75-22;18;524-63-21;257-343-832;a.butterworth;Paris Office;Office Administration;;
Jacobs;9bb/36b.jpg;Alexander;;Security Officer;a.jacobs@example.com;05/27/1982;M;164-89-12;645;377-24-89;435-687-432;a.jacobs;Paris Office;Security Department;;
Wright;45b/37b.jpg;Paul;;Security Officer;p.wright@example.com;05/28/1980;M;167-85-23;476;483-32-65;865-234-165;p.wright;Paris Office;Security Department;;
Presley;b57/38b.jpg;Joshua;;Security Officer;j.presley@example.com;05/29/1986;M;165-87-23;473;275-26-45;864-246-987;j.presley;Paris Office;Security Department;;
Gissing;e33/39b.jpg;Peter;;Security Officer;p.gissing@example.com;05/30/1981;M;376-34-27;463;458-23-74;573-637-678;p.gissing;Paris Office;Security Department;;
Child;f23/200479749-001.gif;Victor;;Security Officer;v.child@example.com;05/31/1980;M;198-37-79;276;473-27-26;472-865-237;v.child;Paris Office;Security Department;;
Scroggs;13b/41b.jpg;Nicholas;;Security Officer;n.scroggs@example.com;06/01/1982;M;177-27-78;487;893-58-95;247-972-285;n.scroggs;Paris Office;Security Department;;
Davis;4ff/43b.jpg;Basil;;Security Officer;b.davis@example.com;06/02/1978;M;468-72-46;248;397-53-76;874-047-865;b.davis;Paris Office;Security Department;;
Witter;31c/200130154-002.gif;Joel;;Lawyer;j.witter@example.com;06/03/1980;M;186-37-86;684;596-23-87;835-286-294;j.witter;Paris Office;Legal Department;;
May;d20/46b.jpg;Joel;;Lawyer;j.may@example.com;06/04/1980;M;170-59-34;863;693-98-46;896-324-932;j.may;Paris Office;Legal Department;;
Bulwer-Lytton;ae2/200267626-001.gif;Basil;;Lawyer;b.bulwer-lytton@example.com;06/05/1983;M;748-27-43;835;873-32-92;582-457-834;b.bulwer-lytton;Paris Office;Legal Department;;
Willingham;5bc/48b.jpg;Stephan;;Lawyer;s.willingham@example.com;06/06/1982;M;286-83-86;942;484-89-43;376-498-335;s.willingham;Paris Office;Legal Department;;
Creswell;2f4/3b.jpg;Gala;;Lawyer;g.creswell@example.com;06/07/1983;F;845-28-23;972;489-65-64;487-976-393;g.creswell;Paris Office;Legal Department;;
Cooke;5f9/4b.jpg;Louise;;Lawyer;l.cooke@example.com;06/08/1983;F;943-73-36;754;872-43-26;734-267-456;l.cooke;Paris Office;Legal Department;;
