LAST_NAME;PERSONAL_PHOTO;NAME;SECOND_NAME;WORK_POSITION;EMAIL;PERSONAL_BIRTHDAY;PERSONAL_GENDER;WORK_PHONE;UF_PHONE_INNER;PERSONAL_MOBILE;PERSONAL_ICQ;LOGIN;IBLOCK_SECTION_NAME_1;IBLOCK_SECTION_NAME_2;IBLOCK_SECTION_NAME_3;IBLOCK_SECTION_NAME_4
Àíäðååâà;4a9/9b.jpg;Åëèçàâåòà;Þðüåâíà;ìåíåäæåð;e.andreeva@example.com;23.05.1980;F;8 (495) 529-18-28;700;8 (495) 534-38-28;531-543-218;e.andreeva;Ïåòåðáóðãñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë ôèíàíñîâîãî ïëàíèðîâàíèÿ;
Èâàíîâà;6fb/10b.jpg;Ñâåòëàíà;Åâãåíüåâíà;ìåíåäæåð;s.ivanova@example.com;24.05.1979;F;8 (495) 438-28-96;38;8 (495) 404-39-86;429-185-298;s.ivanova;Ïåòåðáóðãñêèé ôèëèàë;Ôèíàíñîâûé îòäåë;Îòäåë ôèíàíñîâîãî ïëàíèðîâàíèÿ;
Ìåëüíèê;0a6/18b.jpg;Äìèòðèé;Ìèõàéëîâè÷;íà÷àëüíèê îòäåëà;d.melnik@example.com;25.05.1976;M;8 (495) 581-57-53;540;8 (495) 529-32-53;452-280-529;d.melnik;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ïî ðàáîòå ñ êëèåíòàìè;Call centre;
Ìèõàëåíêî;086/19b.jpg;Ïåòð;Âëàäèìèðîâè÷;ìàðêåòîëîã;p.mihalenko@example.com;26.05.1980;M;8 (495) 392-54-52;590;8 (495) 600-54-52;653-290-184;p.mihalenko;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë Public Relation;
Ìîðîçîâ;4d4/20b.jpg;Àðòåìèé;Ìèõàéëîâè÷;ìàðêåòîëîã;a.morozov@example.com;27.05.1979;M;8 (495) 931-52-43;953;8 (495) 539-42-38;302-538-187;a.morozov;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë Public Relation;
Àáðàìîâà;b86/11b.jpg;Èðèíà;Àëåêñàíäðîâíà;ìàðêåòîëîã;i.abramova@example.com;28.05.1980;F;8 (495) 392-60-93;692;8 (495) 423-38-94;346-319-188;i.abramova;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë Public Relation;
Ìîñêàëåíêî;d6a/21b.jpg;Àíäðåé;Âàäèìîâè÷;ìàðêåòîëîã;a.moskalenko@example.com;29.05.1980;M;8 (495) 370-32-42;404;8 (495) 449-28-68;523-653-238;a.moskalenko;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë Public Relation;
Àäðîâà;4c0/12b.jpg;Îëüãà;Âèêòîðîâíà;ìàðêåòîëîã;o.adrova@example.com;30.05.1981;F;8 (495) 401-67-39;439;8 (495) 421-38-96;268-288-267;o.adrova;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë Public Relation;
Ïåòóõîâ;a4a/22b.jpg;Àíäðåé;Àëåêñàíäðîâè÷;ìåíåäæåð ïî ðåêëàìå;a.petuhov@example.com;01.06.1978;M;8 (495) 543-97-28;541;8 (495) 528-69-33;465-732-342;a.petuhov;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë ðåêëàìû;
Êàðöåâà;f16/13b.jpg;Òàòüÿíà;Àëåêñàíäðîâíà;ìåíåäæåð ïî ðåêëàìå;t.karceva@example.com;02.06.1980;F;8 (495) 531-45-54;639;8 (495) 531-73-37;342-527-475;t.karceva;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë ðåêëàìû;
Ìîðîçîâà;82f/15b.jpg;Íàòàëüÿ;Àëåêñàíäðîâíà;ìåíåäæåð ïî ðåêëàìå;n.morozova@example.com;03.06.1980;F;8 (495) 670-27-57;375;8 (495) 528-96-85;580-332-427;n.morozova;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë ðåêëàìû;
Ïèñàðåâè÷;584/23b.jpg;Ñåðãåé;Âëàäèìèðîâè÷;ìåíåäæåð ïî ðåêëàìå;s.pisarevich@example.com;04.06.1979;M;8 (495) 387-78-27;389;8 (495) 532-69-52;460-427-427;s.pisarevich;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë ðåêëàìû;
Ïîäëåñíûé;83b/24b.jpg;Ðîìàí;Àëåêñàíäðîâè÷;ìåíåäæåð ïî ðåêëàìå;r.podlesnyj@example.com;05.06.1980;M;8 (495) 543-30-28;582;8 (495) 390-68-28;570-117-422;r.podlesnyj;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ìàðêåòèíãà;Îòäåë ðåêëàìû;
Ïîäôèãóðíûé;2de/25b.jpg;Èâàí;Äðàãóøåâè÷;þðèñò;i.podfigurnyj@example.com;06.06.1979;M;8 (495) 575-43-28;420;8 (495) 378-637-63;678-380-287;i.podfigurnyj;Ïåòåðáóðãñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Óòêèíà;c13/14b.jpg;Åëåíà;Âàñèëüåâíà;þðèñò;e.utkina@example.com;07.06.1980;F;8 (495) 549-28-23;672;8 (495) 433-42-48;690-225-323;e.utkina;Ïåòåðáóðãñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Îëüõîâà;119/16b.jpg;Òàòüÿíà;Ìèõàéëîâíà;þðèñò;t.olhova@example.com;08.06.1980;F;8 (495) 543-43-42;783;8 (495) 567-37-28;569-335-652;t.olhova;Ïåòåðáóðãñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Ïîñòíèêîâ;b15/26b.jpg;Ðîìàí;Âëàäèìèðîâè÷;íà÷àëüíèê ñìåíû;r.postnikov@example.com;09.06.1975;M;8 (495) 543-28-52;680;8 (495) 366-80-26;436-653-539;r.postnikov;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ïóëèí;881/73828189.gif;Äåíèñ;Ñåðãååâè÷;îõðàííèê;d.pulin@example.com;10.06.1980;M;8 (495) 480-28-23;854;8 (495) 536-44-22;543-580-275;d.pulin;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ïóöÿòî;329/28b.jpg;Åâãåíèé;Åâãåíüåâè÷;îõðàííèê;e.pucyato@example.com;11.06.1980;M;8 (495) 539-47-34;479;8 (495) 467-50-43;477-874-622;e.pucyato;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ðåçíèê;137/29b.jpg;Áîðèñ;Èãîðåâè÷;îõðàííèê;b.reznik@example.com;12.06.1980;M;8 (495) 499-28-27;388;8 (495) 467-34-98;638-389-431;b.reznik;Ïåòåðáóðãñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ðåçíèêîâ;d79/200477665-001.gif;Âèòàëèé;Àíäðååâè÷;äèðåêòîð;v.reznikov@example.com;13.06.1976;M;8 (495) 326-54-73;456;8 (495) 357-45-41;258-742-622;v.reznikov;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ðåøåòîâ;9f5/1b.jpg;Åâãåíèé;Âàëåðüåâè÷;àäìèíèñòðàòîð;e.reshetov@example.com;14.06.1978;M;8 (495) 484-85-76;11;8 (495) 134-86-43;156-875-611;e.reshetov;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ñàôîíîâ;480/72983889.gif;Âàäèì;Íèêîëàåâè÷;àäìèíèñòðàòîð;v.safonov@example.com;15.06.1978;M;8 (495) 377-22-11;12;8 (495) 325-72-11;157-874-522;v.safonov;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ñîòíè÷åíêî;8a1/4b.jpg;Ñåðãåé;Àëåêñàíäðîâè÷;àäìèíèñòðàòîð;s.sotnichenko@example.com;16.06.1974;M;8 (495) 263-85-73;13;8 (495) 345-85-54;146-844-831;s.sotnichenko;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ðÿáêîâà;70c/1b.jpg;Íàòàëüÿ;Èãîðåâíà;àäìèíèñòðàòîð;n.ryabkova@example.com;17.06.1978;F;8 (495) 434-74-71;14;8 (495) 360-73-52;673-832-721;n.ryabkova;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ñîøíèêîâà;ef3/2b.jpg;Ìàðèíà;Áîðèñîâíà;àäìèíèñòðàòîð;m.soshnikova@example.com;18.06.1980;F;8 (495) 653-73-22;14;8 (495) 415-52-61;267-211-611;m.soshnikova;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ðóñàêîâ;013/71471675.gif;Àíòîí;Íèêîëàåâè÷;àäìèíèñòðàòîð;a.rusakov@example.com;19.06.1976;M;8 (495) 435-73-72;15;8 (495) 569-32-32;520-834-752;a.rusakov;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ðÿáêîâ;88a/6b.jpg;Íèêîëàé;Ñåðãååâè÷;çàìåñòèòåëü äèðåêòîðà;n.ryabkov@example.com;20.06.1980;M;8 (495) 439-78-33;16;8 (495) 874-74-94;652-343-719;n.ryabkov;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ñàâåëüåâ;65e/7b.jpg;Îëåã;Âëàäèìèðîâè÷;àäìèíèñòðàòîð;o.savelev@example.com;21.06.1977;M;8 (495) 526-83-52;17;8 (495) 432-55-74;167-732-722;o.savelev;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Òèõîíîâ;626/8b.jpg;Àëåêñåé;Àëåêñååâè÷;àäìèíèñòðàòîð;a.tihonov@example.com;22.06.1981;M;8 (495) 426-75-22;18;8 (495) 524-63-21;257-343-832;a.tihonov;Êàëèíèíãðàäñêèé ôèëèàë;Àäìèíèñòðàöèÿ;;
Ùåáåëåâ;696/200516576-001.gif;Ãåîðãèé;Ãåîðãèåâè÷;ìåíåäæåð;g.schebelev@example.com;21.04.1981;M;8 (495) 367-23-75;263;8 (495) 835-37-43;285-476-953;g.schebelev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
ßñíîâ;b78/200477707-001.gif;Åãîð;Þðüåâè÷;ìåíåäæåð;e.yasnov@example.com;22.04.1983;M;8 (495) 753-86-24;937;8 (495) 125-12-64;643-674-232;e.yasnov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Ðåøåòíèêîâ;659/200491503-003.gif;Ìàòâåé;Èâàíîâè÷;ìåíåäæåð;m.reshetnikov@example.com;23.04.1982;M;8 (495) 753-86-23;729;8 (495) 642-23-17;745-346-272;m.reshetnikov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Îñüêèí;920/200130455-001.gif;Âàñèëèé;ßðîñëàâîâè÷;ìåíåäæåð;v.oskin@example.com;24.04.1981;M;8 (495) 648-42-12;618;8 (495) 125-71-33;943-722-165;v.oskin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Ïàíòþõèí;f03/5b.jpg;Ìèõàèë;Èãîðåâè÷;ìåíåäæåð;m.pantyuhin@example.com;25.04.1979;M;8 (495) 734-27-87;86;8 (495) 335-76-23;755-472-184;m.pantyuhin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Ïåòðîâà;79e/1b.jpg;Àíòîíèíà;Àëåêñàíäðîâíà;ìåíåäæåð;a.petrova@example.com;26.04.1983;F;8 (495) 373-13-16;622;8 (495) 524-44-63;875-231-135;a.petrova;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Ñàëàìàòèíà;100/2b.jpg;Èííà;Âÿ÷åñëàâîâíà;ìåíåäæåð;i.salamatina@example.com;27.04.1984;F;8 (495) 274-85-23;725;8 (495) 493-26-86;835-517-387;i.salamatina;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Ñòåïóõèí;0f5/6b.jpg;Ëåîíèä;Èãîðåâè÷;ìåíåäæåð;l.stepuhin@example.com;28.04.1985;M;8 (495) 647-78-43;356;8 (495) 848-27-59;483-837-284;l.stepuhin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Ôåäÿíèí;7f6/73828045.gif;Àëåêñàíäð;Ôåäîðîâè÷;ìåíåäæåð;a.fedyanin@example.com;29.04.1978;M;8 (495) 274-85-23;638;8 (495) 372-86-34;882-464-892;a.fedyanin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Àõðÿïîâ;830/8b.jpg;Èëüÿ;Ãðèãîðèåâè÷;ìåíåäæåð;i.ahryapov@example.com;30.04.1982;M;8 (495) 285-24-17;830;8 (495) 639-83-95;374-906-038;i.ahryapov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñòóäèÿ àóäèî-âèäåîïðîèçâîäñòâà;
Áàðàíîâñêèé;72b/9b.jpg;Òèìîôåé;Òèìîôååâè÷;ìåíåäæåð;t.baranovskij@example.com;01.05.1981;M;8 (495) 175-83-83;375;8 (495) 846-26-47;482-573-275;t.baranovskij;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ëåîíîâ;fd6/200116983-002.gif;Àëåêñåé;Ìàêñèìîâè÷;ìåíåäæåð;a.leonov@example.com;02.05.1983;M;8 (495) 164-97-25;925;8 (495) 437-27-84;285-289-366;a.leonov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ëÿêîâ;134/11b.jpg;Èëüÿ;Âèêòîðîâè÷;ìåíåäæåð;i.lyakov@example.com;03.04.1978;M;8 (495) 484-27-46;289;8 (495) 387-28-29;164-863-126;i.lyakov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ïàíêðàòüåâ;40c/72983580.gif;Êèðèëë;Ãåîðãèåâè÷;ìåíåäæåð;k.pankratev@example.com;04.04.1982;M;8 (495) 458-43-67;286;8 (495) 438-54-98;243-576-568;k.pankratev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ïîíòðÿãèí;02f/13b.jpg;Àëåêñàíäð;Ðîìàíîâè÷;ìåíåäæåð;a.pontryagin@example.com;04.05.1982;M;8 (495) 387-39-04;386;8 (495) 643-59-45;458-326-296;a.pontryagin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ñûðîïîðøíåâ;4f9/14b.jpg;Ìàêñèì;Êèðèëëîâè÷;ìåíåäæåð;m.syroporshnev@example.com;05.05.1982;M;8 (495) 375-87-86;338;8 (495) 932-65-97;385-553-845;m.syroporshnev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Õðóøêèé;8f7/15b.gif;Ìàêñèì;Ìàêñèìîâè÷;ìåíåäæåð;m.hrushkij@example.com;06.05.1979;M;8 (495) 486-89-26;924;8 (495) 385-73-85;386-757-723;m.hrushkij;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
ßðîøêèí;d5e/73828711.gif;Âÿ÷åñëàâ;Ðîìàíîâè÷;ìåíåäæåð;v.yaroshkin@example.com;07.05.1983;M;8 (495) 486-28-12;893;8 (495) 486-64-23;528-865-286;v.yaroshkin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Ïîïîâ;549/200472780-001.gif;Àëåêñåé;Ñåðãååâè÷;ìåíåäæåð;a.popov@example.com;08.05.1981;M;8 (495) 724-17-31;874;8 (495) 835-93-25;387-383-264;a.popov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Ñåêòîð ðàçðàáîòêè ÏÎ;
Àëàåâ;5c8/18b.jpg;Àðêàäèé;Ñòàíèñëàâîâè÷;ìåíåäæåð;a.alaev@example.com;09.05.1982;M;8 (495) 285-35-26;572;8 (495) 835-28-54;854-286-970;a.alaev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Äåäîâ;444/19b.jpg;Ãðèãîðèé;Âàëåðèåâè÷;ìåíåäæåð;g.dedov@example.com;10.05.1981;M;8 (495) 375-57-23;721;8 (495) 396-38-75;287-457-875;g.dedov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Ëîìîâöåâ;6c3/73828662.gif;Ãåîðãèé;Àëåêñååâè÷;ìåíåäæåð;g.lomovcev@example.com;11.05.1984;M;8 (495) 167-38-95;291;8 (495) 275-83-13;853-187-873;g.lomovcev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Íåäîâåñîâ;bf4/200529111-001.gif;Ìèõàèë;Åâãåíèåâè÷;ìåíåäæåð;m.nedovesov@example.com;12.05.1982;M;8 (495) 164-86-26;389;8 (495) 853-86-38;;m.nedovesov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Ïàêóëèí;e24/22b.jpg;Èãîðü;Âèòàëèåâè÷;ìåíåäæåð;i.pakulin@example.com;13.05.1979;M;8 (495) 286-56-37;749;8 (495) 729-73-96;846-936-058;i.pakulin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Ñêóãàðåâ;79f/200516029-001.gif;Âèòàëèé;Àðêàäèåâè÷;ìåíåäæåð;v.skugarev@example.com;14.05.1978;M;8 (495) 285-84-37;285;8 (495) 496-28-25;583-276-297;v.skugarev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Òðèøêèí;2fb/200020197-003.gif;Ðîìàí;Ñåðãååâè÷;ìåíåäæåð;r.trishkin@example.com;15.05.1982;M;8 (495) 176-93-58;583;8 (495) 832-22-86;583-124-963;r.trishkin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Äîâåðîâ;cd3/BD9341-001.gif;Ëåâ;Åãîðîâè÷;ìåíåäæåð;l.doverov@example.com;16.05.1981;M;8 (495) 275-37-97;482;8 (495) 286-28-13;175-357-138;l.doverov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Êà¸õòèí;010/26b.jpg;Þðèé;Íèêîëàåâè÷;ìåíåäæåð;yu.kaehtin@example.com;17.05.1981;M;8 (495) 175-57-64;285;8 (495) 793-72-35;176-396-174;yu.kaehtin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Òåõíîëîãè÷åñêèé ñåêòîð;
Ëèñòðàòîâ;5e9/200477633-001.gif;Âàñèëèé;Òèìîôååâè÷;ìåíåäæåð;v.listratov@example.com;18.05.1978;M;8 (495) 276-65-43;936;8 (495) 386-63-32;395-864-285;v.listratov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Ñêðÿáèí;76a/28b.jpg;Âèêòîð;Àíòîíîâè÷;èíæåíåð;v.skryabin@example.com;19.05.1982;M;8 (495) 164-56-12;451;8 (495) 583-75-26;462-482-793;v.skryabin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Ãàìàþíîâ;78a/29b.jpg;Èãîðü;Äàíèëîâè÷;èíæåíåð;i.gamayunov@example.com;20.05.1978;M;8 (495) 179-93-75;495;8 (495) 583-98-24;836-927-025;i.gamayunov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Õàðëàìîâ;90d/200526832-001.gif;Èëüÿ;Èâàíîâè÷;èíæåíåð;i.harlamov@example.com;21.05.1980;M;8 (495) 176-94-37;591;8 (495) 491-92-83;502-366-583;i.harlamov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Öóêàíîâ;b13/31b.jpg;Ïåòð;Ñòàíèñëàâîâè÷;èíæåíåð;p.cukanov@example.com;22.05.1983;M;8 (495) 185-00-56;185;8 (495) 725-75-13;872-909-433;p.cukanov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
ßôàðîâ;dc9/200524150-001.gif;Èãîðü;Àëåêñååâè÷;èíæåíåð;i.yafarov@example.com;23.05.1984;M;8 (495) 167-64-95;943;8 (495) 473-24-89;286-325-843;i.yafarov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Âîðîíèí;65f/200393557-001.gif;Àíàòîëèé;Ôåäîðîâè÷;èíæåíåð;a.voronin@example.com;24.05.1979;M;8 (495) 835-37-12;186;8 (495) 338-24-16;753-864-246;a.voronin;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Íåäîãîíîâ;8fd/200331832-001.gif;Îëåã;Èâàíîâè÷;èíæåíåð;o.nedogonov@example.com;25.05.1982;M;8 (495) 165-38-93;484;8 (495) 573-24-87;583-976-357;o.nedogonov;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Íàãàåâ;29f/35b.jpg;Àðêàäèé;Ñåðãååâè÷;èíæåíåð;a.nagaev@example.com;26.05.1981;M;8 (495) 175-49-32;480;8 (495) 415-47-24;853-437-925;a.nagaev;Êàëèíèíãðàäñêèé ôèëèàë;Ïðîèçâîäñòâåííûé îòäåë;Êîíñòðóêòîðñêèé ñåêòîð;
Îëüõîâñêèé;9bb/36b.jpg;Àëåêñàíäð;Ïàâëîâè÷;îõðàííèê;a.olhovskij@example.com;27.05.1982;M;8 (495) 164-89-12;645;8 (495) 377-24-89;435-687-432;a.olhovskij;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Þêèí;45b/37b.jpg;Ïàâåë;Ñòåïàíîâè÷;îõðàííèê;p.yukin@example.com;28.05.1980;M;8 (495) 167-85-23;476;8 (495) 483-32-65;865-234-165;p.yukin;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
ßêóíüêèí;b57/38b.jpg;Þðèé;Àíòîíîâè÷;îõðàííèê;yu.yakunkin@example.com;29.05.1986;M;8 (495) 165-87-23;473;8 (495) 275-26-45;864-246-987;yu.yakunkin;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Òðèøå÷êèí;e33/39b.jpg;Ïåòð;Ðîìàíîâè÷;îõðàííèê;p.trishechkin@example.com;30.05.1981;M;8 (495) 376-34-27;463;8 (495) 458-23-74;573-637-678;p.trishechkin;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Áûâøèõ;f23/200479749-001.gif;Âèêòîð;Âèêòîðîâè÷;îõðàííèê;v.byvshih@example.com;31.05.1980;M;8 (495) 198-37-79;276;8 (495) 473-27-26;472-865-237;v.byvshih;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ãîëèöûí;13b/41b.jpg;Íèêèòà;Ìàòâååâè÷;îõðàííèê;n.golicyn@example.com;01.06.1982;M;8 (495) 177-27-78;487;8 (495) 893-58-95;247-972-285;n.golicyn;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ñêîñàðåâ;4ff/43b.jpg;Âàñèëèé;Àíäðååâè÷;îõðàííèê;v.skosarev@example.com;02.06.1978;M;8 (495) 468-72-46;248;8 (495) 397-53-76;874-047-865;v.skosarev;Êàëèíèíãðàäñêèé ôèëèàë;Îòäåë ñëóæáû áåçîïàñíîñòè;;
Ñòàõååâ;31c/200130154-002.gif;Èãîðü;Äàíèëîâè÷;þðèñò;i.staheev@example.com;03.06.1980;M;8 (495) 186-37-86;684;8 (495) 596-23-87;835-286-294;i.staheev;Êàëèíèíãðàäñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Òîïîðîâ;d20/46b.jpg;Èëüÿ;Åãîðîâè÷;þðèñò;i.toporov@example.com;04.06.1980;M;8 (495) 170-59-34;863;8 (495) 693-98-46;896-324-932;i.toporov;Êàëèíèíãðàäñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
Øóøëåáèí;ae2/200267626-001.gif;Âàñèëèé;Âàñèëèåâè÷;þðèñò;v.shushlebin@example.com;05.06.1983;M;8 (495) 748-27-43;835;8 (495) 873-32-92;582-457-834;v.shushlebin;Êàëèíèíãðàäñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
×àéêèí;5bc/48b.jpg;Ñòåïàí;Þðüåâè÷;þðèñò;s.chajkin@example.com;06.06.1982;M;8 (495) 286-83-86;942;8 (495) 484-89-43;376-498-335;s.chajkin;Êàëèíèíãðàäñêèé ôèëèàë;Þðèäè÷åñêèé îòäåë;;
